ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url
Green Peas,Yummiez,150.00,112.50,https://www.bigbasket.com/media/uploads/p/l/40002829_4-yuliez-green-peas.jpg,500 g,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40002829/yummiez-green-peas-500-g/
Green Peas,Yummiez,260.00,194.00,https://www.bigbasket.com/media/uploads/p/l/40003827_3-yuliez-green-peas.jpg,1 Kg,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40003827/yummiez-green-peas-1-kg-pouch/
Olive Oil For Indian Cooking - Frying & Baking,BORGES,2600.00,1172.00,https://www.bigbasket.com/media/uploads/p/l/40007265_5-borges-olive-oil-extra-light.jpg,2 L,"Foodgrains, Oil & Masala",Olive & Canola Oils,https://www.bigbasket.com/pd/40007265/borges-olive-oil-extra-light-2-l-bottle/
Olive Oil For Indian Cooking - Frying & Baking,BORGES,1350.00,675.00,https://www.bigbasket.com/media/uploads/p/l/267277_7-borges-extra-light-olive-oil.jpg,1 L,"Foodgrains, Oil & Masala",Olive & Canola Oils,https://www.bigbasket.com/pd/267277/borges-extra-light-olive-oil-1-l-pet-bottle/
Emperia Premium Tea 1kg+bb Royal Refined Sugar (Sulphurless) 2kg,bb Combo,745.00,515.00,https://www.bigbasket.com/media/uploads/p/l/1221264_1-bb-combo-emperia-premium-tea-1kgbb-royal-refined-sugar-sulphurless-2kg.jpg,Combo,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/1221264/bb-combo-emperia-premium-tea-1kgbb-royal-refined-sugar-sulphurless-2kg-combo/
Emperia Premium Tea 500g+ bb Royal Refined Sugar (Sulphurless) 1kg,bb Combo,375.00,277.00,https://www.bigbasket.com/media/uploads/p/l/1221265_1-bb-combo-emperia-premium-tea-500g-bb-royal-refined-sugar-sulphurless-1kg.jpg,Combo,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/1221265/bb-combo-emperia-premium-tea-500g-bb-royal-refined-sugar-sulphurless-1kg-combo/
Maida 1 Kg + Besan Flour 1 Kg + Rice - Flour 1 Kg,BB Royal,270.00,175.00,https://www.bigbasket.com/media/uploads/p/l/1204249_1-bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg.jpg,Combo,"Foodgrains, Oil & Masala","Sooji, Maida & Besan",https://www.bigbasket.com/pd/1204249/bb-royal-maida-1-kg-besan-flour-1-kg-rice-flour-1-kg-combo/
Organic - Sona Masoori Raw Rice (10 kg) +Toor Dal 1kg + Sugar 1kg,BB Royal,1235.00,847.00,https://www.bigbasket.com/media/uploads/p/l/1204989_1-bb-royal-organic-sona-masoori-raw-rice-10-kg-toor-dal-1kg-sugar-1kg.jpg,Combo,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/1204989/bb-royal-organic-sona-masoori-raw-rice-10-kg-toor-dal-1kg-sugar-1kg-combo/
"Cocoa Nourish Oil In Lotion - Very Dry Skin, With Deep Moisture Serum, Cocoa Butter & Coconut Oil, 48h Deep Moisture Care",Nivea,519.00,363.30,https://www.bigbasket.com/media/uploads/p/l/40029010_5-nivea-cocoa-nourish-body-lotion-for-very-dry-skin-with-coconut-oil-cocoa-butter-for-men-women.jpg,400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40029010/nivea-cocoa-nourish-body-lotion-for-very-dry-skin-with-coconut-oil-cocoa-butter-for-men-women-400-ml/
Cocoa Nourish Oil-In-Lotion,Nivea,1038.00,690.27,https://www.bigbasket.com/media/uploads/p/l/1208347_3-nivea-cocoa-nourish-oil-in-lotion.jpg,2x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1208347/nivea-cocoa-nourish-oil-in-lotion-2x400-ml/
Cocoa Nourish Body Lotion For Very Dry Skin - With Coconut Oil & Cocoa Butter,Nivea,1557.00,1035.41,https://www.bigbasket.com/media/uploads/p/l/1215997_1-nivea-cocoa-nourish-body-lotion-for-very-dry-skin-with-coconut-oil-cocoa-butter.jpg,3x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1215997/nivea-cocoa-nourish-body-lotion-for-very-dry-skin-with-coconut-oil-cocoa-butter-3x400-ml/
"Frozen Sweet Corn - Preservative Free, Fresh & Juicy Kernels",Fresho,100.00,85.00,https://www.bigbasket.com/media/uploads/p/l/40251515_2-fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels.jpg,500 g,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40251515/fresho-frozen-sweet-corn-preservative-free-fresh-juicy-kernels-500-g-pouch/
Frozen Sweet Corn,Fresho,200.00,139.00,https://www.bigbasket.com/media/uploads/p/l/40208830_10-fresho-frozen-sweet-corn.jpg,1 kg,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40208830/fresho-frozen-sweet-corn-1-kg-pouch/
Almond/Badam Californian 100g + Indian Raisins 100g + Cashew W 320 100g,BB Popular,320.00,218.00,https://www.bigbasket.com/media/uploads/p/l/1202077_1-bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g.jpg,Combo,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1202077/bb-popular-almondbadam-californian-100g-indian-raisins-100g-cashew-w-320-100g-combo/
bb Popular Californian Almond 500g + Whole Cashew 500g + Indian Kismis 200g,bb Combo,1450.00,973.00,https://www.bigbasket.com/media/uploads/p/l/1200063_2-bb-combo-bb-popular-californian-almond-500g-whole-cashew-500g-indian-kismis-200g.jpg,Combo,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/1200063/bb-combo-bb-popular-californian-almond-500g-whole-cashew-500g-indian-kismis-200g-combo/
"Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian, Giri 500gm",BB Popular,1600.00,1087.00,https://www.bigbasket.com/media/uploads/p/l/1206894_1-bb-popular-cashewkaju-whole-500gm-raisins-indian-500gmalmond-californian-giri-500gm.jpg,Combo,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/1206894/bb-popular-cashewkaju-whole-500gm-raisins-indian-500gmalmond-californian-giri-500gm-combo/
"Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm",BB Popular,640.00,440.00,https://www.bigbasket.com/media/uploads/p/l/1206889_1-bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm.jpg,Combo,"Foodgrains, Oil & Masala",Almonds,https://www.bigbasket.com/pd/1206889/bb-popular-almondbadam-californian-giri-200gm-cashew-whole-200gmraisins-indian-200gm-combo/
Whitening Smooth Skin Women Deodorant Roll-On For 48H Protection,Nivea,398.00,218.90,https://www.bigbasket.com/media/uploads/p/l/1220320_1-nivea-whitening-smooth-skin-women-deodorant-roll-on-for-48h-protection.jpg,2x50 ml,Beauty & Hygiene,Women's Deodorants,https://www.bigbasket.com/pd/1220320/nivea-whitening-smooth-skin-women-deodorant-roll-on-for-48h-protection-2x50-ml/
Whitening Smooth Skin Women Deodorant Roll On For 48h Protection,Nivea,199.00,159.20,https://www.bigbasket.com/media/uploads/p/l/307957_18-nivea-whitening-smooth-skin-women-deodorant-roll-on-for-48h-protection.jpg,50 ml,Beauty & Hygiene,Women's Deodorants,https://www.bigbasket.com/pd/307957/nivea-whitening-smooth-skin-women-deodorant-roll-on-for-48h-protection-50-ml-can/
H2O Unbreakable Water Bottle - Black,Cello,412.00,178.00,https://www.bigbasket.com/media/uploads/p/l/1206881_1-cello-h2o-unbreakable-water-bottle-black.jpg,2x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206881/cello-h2o-unbreakable-water-bottle-black-2x1-l/
H2O Unbreakable Water Bottle - Green,Cello,206.00,119.00,https://www.bigbasket.com/media/uploads/p/l/40080582_2-cello-h2o-unbreakable-water-bottle-green.jpg,1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/40080582/cello-h2o-unbreakable-water-bottle-green-1-l/
H2O Unbreakable Water Bottle - Black,Cello,206.00,119.00,https://www.bigbasket.com/media/uploads/p/l/40080585_2-cello-h2o-unbreakable-water-bottle-black.jpg,1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/40080585/cello-h2o-unbreakable-water-bottle-black-1-l/
H2O Unbreakable Water Bottle - Green,Cello,1236.00,714.00,https://www.bigbasket.com/media/uploads/p/l/1206862_1-cello-h2o-unbreakable-water-bottle-green.jpg,6x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206862/cello-h2o-unbreakable-water-bottle-green-6x1-l/
H2O Unbreakable Water Bottle - Black,Cello,1236.00,714.00,https://www.bigbasket.com/media/uploads/p/l/1206867_1-cello-h2o-unbreakable-water-bottle-black.jpg,6x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206867/cello-h2o-unbreakable-water-bottle-black-6x1-l/
H2O Unbreakable Water Bottle - Green,Cello,618.00,267.00,https://www.bigbasket.com/media/uploads/p/l/1206869_1-cello-h2o-unbreakable-water-bottle-green.jpg,3x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206869/cello-h2o-unbreakable-water-bottle-green-3x1-l/
H2O Unbreakable Water Bottle - Black,Cello,618.00,267.00,https://www.bigbasket.com/media/uploads/p/l/1206874_1-cello-h2o-unbreakable-water-bottle-black.jpg,3x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206874/cello-h2o-unbreakable-water-bottle-black-3x1-l/
Cashew/Godambi - Split,BB Royal,180.00,97.00,https://www.bigbasket.com/media/uploads/p/l/40111137_9-bb-royal-cashewkaju-split.jpg,100 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/40111137/bb-royal-cashewkaju-split-100-g/
Cashew/Godambi - Split,BB Royal,360.00,192.00,https://www.bigbasket.com/media/uploads/p/l/40111138_9-bb-royal-cashewkaju-split.jpg,200 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/40111138/bb-royal-cashewkaju-split-200-g/
Cashew/Godambi - Split,BB Royal,900.00,480.00,https://www.bigbasket.com/media/uploads/p/l/40111139_9-bb-royal-cashewkaju-split.jpg,500 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/40111139/bb-royal-cashewkaju-split-500-g/
Cashew/Godambi - Split,BB Royal,1800.00,955.00,https://www.bigbasket.com/media/uploads/p/l/40111140_10-bb-royal-cashewkaju-split.jpg,1 kg,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/40111140/bb-royal-cashewkaju-split-1-kg/
Jaggery/Bella Round,BB Royal,50.00,36.00,https://www.bigbasket.com/media/uploads/p/l/10000488_12-bb-royal-jaggery-round.jpg,500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/10000488/bb-royal-jaggery-round-500-g/
Jaggery/Bella Round,BB Royal,100.00,70.00,https://www.bigbasket.com/media/uploads/p/l/10000489_11-bb-royal-jaggery-round.jpg,1 kg,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/10000489/bb-royal-jaggery-round-1-kg/
Ultra Overnight Sanitary Pads - XL Plus Wings,Whisper ,190.00,177.00,https://www.bigbasket.com/media/uploads/p/l/40138608_5-whisper-ultra-overnight-sanitary-pads-xl-plus-wings.jpg,15 pcs,Beauty & Hygiene,Sanitary Napkins,https://www.bigbasket.com/pd/40138608/whisper-ultra-overnight-sanitary-pads-xl-plus-wings-15-pcs/
Ultra Overnight Sanitary Pads - Extra Large Wings,Whisper ,90.00,88.00,https://www.bigbasket.com/media/uploads/p/l/263492_11-whisper-ultra-overnight-sanitary-pads-extra-large-wings.jpg,7 pcs,Beauty & Hygiene,Sanitary Napkins,https://www.bigbasket.com/pd/263492/whisper-ultra-overnight-sanitary-pads-extra-large-wings-7-pcs-pouch/
Ultra Night Sanitary Pads - XL Plus,Whisper ,400.00,400.00,https://www.bigbasket.com/media/uploads/p/l/40159634_2-whisper-ultra-night-sanitary-pads-xl-plus.jpg,15 pcs,Beauty & Hygiene,Sanitary Napkins,https://www.bigbasket.com/pd/40159634/whisper-ultra-night-sanitary-pads-xl-plus-15-pcs/
"Bindazzz Nights Sanitary Pads - Wider Back, Up To 0% Leak, Provides All Night Protection, XL+",Whisper ,570.00,422.00,https://www.bigbasket.com/media/uploads/p/l/40191532_3-whisper-bindazzz-nights-sanitary-pads-double-huge-wings-wider-back-xl-plus.jpg,44 pcs,Beauty & Hygiene,Sanitary Napkins,https://www.bigbasket.com/pd/40191532/whisper-bindazzz-nights-sanitary-pads-double-huge-wings-wider-back-xl-plus-44-pcs/
"Bindazzz Nights Sanitary Pads - XL, Longer & Wider Back, Stops Leakage",Whisper ,350.00,333.00,https://www.bigbasket.com/media/uploads/p/l/40138607_6-whisper-bindazzz-nights-sanitary-pads-xl-longer-wider-back-stops-leakage.jpg,27 pcs,Beauty & Hygiene,Sanitary Napkins,https://www.bigbasket.com/pd/40138607/whisper-bindazzz-nights-sanitary-pads-xl-longer-wider-back-stops-leakage-27-pcs/
Matic Detergent Washing Powder - Front Load,Ariel,309.00,309.00,https://www.bigbasket.com/media/uploads/p/l/40097081_10-ariel-matic-detergent-washing-powder-front-load.jpg,1 kg,Cleaning & Household,"Detergent Powder, Liquid",https://www.bigbasket.com/pd/40097081/ariel-matic-detergent-washing-powder-front-load-1-kg/
Detergent Washing Powder - Matic Front Load,Ariel,605.00,406.00,https://www.bigbasket.com/media/uploads/p/l/40097083_10-ariel-detergent-washing-powder-matic-front-load.jpg,2 kg,Cleaning & Household,"Detergent Powder, Liquid",https://www.bigbasket.com/pd/40097083/ariel-detergent-washing-powder-matic-front-load-2-kg/
Washing Detergent Powder - Matic Front Load,Ariel,160.00,160.00,https://www.bigbasket.com/media/uploads/p/l/40097085_8-ariel-washing-detergent-powder-matic-front-load.jpg,500 g,Cleaning & Household,"Detergent Powder, Liquid",https://www.bigbasket.com/pd/40097085/ariel-washing-detergent-powder-matic-front-load-500-g/
Matic Front Load Detergent Washing Powder,Ariel,1380.00,1269.60,https://www.bigbasket.com/media/uploads/p/l/40106413_10-ariel-matic-front-load-detergent-washing-powder.jpg,4 kg,Cleaning & Household,"Detergent Powder, Liquid",https://www.bigbasket.com/pd/40106413/ariel-matic-front-load-detergent-washing-powder-4-kg/
Fruit Power Juice - Litchi,Real,115.00,99.00,https://www.bigbasket.com/media/uploads/p/l/229936_4-real-fruit-power-juice-litchi.jpg,1 L,Beverages,Juices,https://www.bigbasket.com/pd/229936/real-fruit-power-juice-litchi-1-l/
India's No.1 Juice - Litchi,Real,20.00,16.00,https://www.bigbasket.com/media/uploads/p/l/265841_9-real-indias-no1-juice-litchi.jpg,180 ml,Beverages,Juices,https://www.bigbasket.com/pd/265841/real-indias-no1-juice-litchi-180-ml/
Fruit Power - Litchi,Real,230.00,194.04,https://www.bigbasket.com/media/uploads/p/l/1203082_4-real-fruit-power-litchi.jpg,2x1 L,Beverages,Juices,https://www.bigbasket.com/pd/1203082/real-fruit-power-litchi-2x1-l/
Fruit Power Juice - Litchi,Real,345.00,291.06,https://www.bigbasket.com/media/uploads/p/l/1209764_2-real-fruit-power-juice-litchi.jpg,3x1 L,Beverages,Juices,https://www.bigbasket.com/pd/1209764/real-fruit-power-juice-litchi-3x1-l/
Cashew/Godambi - Whole,BB Royal,1000.00,545.00,https://www.bigbasket.com/media/uploads/p/l/10000552_8-bb-royal-cashewkaju-whole.jpg,500 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/10000552/bb-royal-cashewkaju-whole-500-g/
Cashew/Godambi - Whole,BB Royal,200.00,115.00,https://www.bigbasket.com/media/uploads/p/l/10000498_8-bb-royal-cashewkaju-whole.jpg,100 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/10000498/bb-royal-cashewkaju-whole-100-g/
Cashew/Godambi - Whole,BB Royal,400.00,220.00,https://www.bigbasket.com/media/uploads/p/l/10000524_8-bb-royal-cashewkaju-whole.jpg,200 g,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/10000524/bb-royal-cashewkaju-whole-200-g/
Cashew/Godambi - Whole,BB Royal,2000.00,1085.00,https://www.bigbasket.com/media/uploads/p/l/40046738_6-bb-royal-cashewkaju-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Cashews,https://www.bigbasket.com/pd/40046738/bb-royal-cashewkaju-whole-1-kg/
"Fusion Shaving Cartridges - With Lubrastrip, Provides Comfort",Gillette,1570.00,1334.50,https://www.bigbasket.com/media/uploads/p/l/40178577_10-gillette-fusion-shaving-cartridges-with-lubrastrip-provides-comfort.jpg,6 pcs,Beauty & Hygiene,Shaving Care,https://www.bigbasket.com/pd/40178577/gillette-fusion-shaving-cartridges-with-lubrastrip-provides-comfort-6-pcs/
"Fusion 5 Blade Shaving Cartridges - With Lubrastrip, provides Comfort",Gillette,2150.00,1548.00,https://www.bigbasket.com/media/uploads/p/l/40178578_9-gillette-fusion-5-blade-shaving-cartridges-with-lubrastrip-provides-comfort.jpg,10 pcs,Beauty & Hygiene,Shaving Care,https://www.bigbasket.com/pd/40178578/gillette-fusion-5-blade-shaving-cartridges-with-lubrastrip-provides-comfort-10-pcs/
Fusion - Manual Shaving Razor Blades Cartridge,Gillette,1649.00,1566.00,https://www.bigbasket.com/media/uploads/p/l/307907_5-gillette-fusion-manual-shaving-razor-blades-cartridge.jpg,8 pcs,Beauty & Hygiene,Shaving Care,https://www.bigbasket.com/pd/307907/gillette-fusion-manual-shaving-razor-blades-cartridge-8-pcs/
Fusion - Manual Shaving Razor Blades Cartridge,Gillette,1000.00,950.00,https://www.bigbasket.com/media/uploads/p/l/294015_12-gillette-fusion-manual-shaving-razor-blades-cartridge.jpg,4 pcs,Beauty & Hygiene,Shaving Care,https://www.bigbasket.com/pd/294015/gillette-fusion-manual-shaving-razor-blades-cartridge-4-pcs/
Fusion - Manual Shaving Razor Blades Cartridge,Gillette,550.00,522.50,https://www.bigbasket.com/media/uploads/p/l/307905_9-gillette-fusion-manual-shaving-razor-blades-cartridge.jpg,2 pcs,Beauty & Hygiene,Shaving Care,https://www.bigbasket.com/pd/307905/gillette-fusion-manual-shaving-razor-blades-cartridge-2-pcs/
100% Natural Kashmiri Deluxe Walnuts Kernels,Happilo,425.00,318.75,https://www.bigbasket.com/media/uploads/p/l/40087193_6-happilo-deluxe-kashmiri-walnut-kernels.jpg,200 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40087193/happilo-deluxe-kashmiri-walnut-kernels-200-g/
Organic - Chana Brown/Kadale Kaalu,BB Royal,139.00,99.00,https://www.bigbasket.com/media/uploads/p/l/40098408_10-bb-royal-organic-brown-chanachanna-brown.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40098408/bb-royal-organic-brown-chanachanna-brown-1-kg/
Organic - Chana Brown/Kadale Kaalu,BB Royal,73.00,55.00,https://www.bigbasket.com/media/uploads/p/l/40072465_13-bb-royal-organic-brown-chanachanna-brown.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072465/bb-royal-organic-brown-chanachanna-brown-500-g/
Organic - Chana Brown/Kadale Kaalu,BB Royal,33.00,24.00,https://www.bigbasket.com/media/uploads/p/l/40081586_9-bb-royal-organic-brown-chanachanna-brown.jpg,200 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40081586/bb-royal-organic-brown-chanachanna-brown-200-g/
Organic - Chana Brown/Kadale Kaalu,BB Royal,275.00,199.00,https://www.bigbasket.com/media/uploads/p/l/40135838_8-bb-royal-organic-brown-chanachanna-brown.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40135838/bb-royal-organic-brown-chanachanna-brown-2-kg/
"LED Bulb Base B22D (9 Watt + 14 Watt) (each 1 Pc) + Battery Red AAA 1012, 4 Pcs",Eveready,495.00,332.30,https://www.bigbasket.com/media/uploads/p/l/1214103_1-eveready-led-bulb-base-b22d-9-watt-14-watt-each-1-pc-battery-red-aaa-1012-4-pcs.jpg,Combo,"Kitchen, Garden & Pets",CFL & Led Bulbs,https://www.bigbasket.com/pd/1214103/eveready-led-bulb-base-b22d-9-watt-14-watt-each-1-pc-battery-red-aaa-1012-4-pcs-combo/
Drumstick/Moringa,Fresho,22.40,12.50,https://www.bigbasket.com/media/uploads/p/l/10000109_18-fresho-drumstickmoringa.jpg,250 g,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000109/fresho-drumstickmoringa-250-g/
Drumstick/Moringa,Fresho,89.61,69.00,https://www.bigbasket.com/media/uploads/p/l/10000334_15-fresho-drumstickmoringa.jpg,1 kg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000334/fresho-drumstickmoringa-1-kg/
Wheat Dalia/Lapsi rava,BB Royal,40.00,26.00,https://www.bigbasket.com/media/uploads/p/l/10000456_10-bb-royal-wheat-brokendalia.jpg,500 g,"Foodgrains, Oil & Masala","Sooji, Maida & Besan",https://www.bigbasket.com/pd/10000456/bb-royal-wheat-brokendalia-500-g-pouch/
Wheat Dalia/Lapsi rava,BB Royal,80.00,49.00,https://www.bigbasket.com/media/uploads/p/l/40026597_6-bb-royal-wheat-brokendalia.jpg,1 kg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan",https://www.bigbasket.com/pd/40026597/bb-royal-wheat-brokendalia-1-kg-pouch/
"Organic - Moong Dal/Hesaru Bele, Unpolished",BB Royal,449.00,299.00,https://www.bigbasket.com/media/uploads/p/l/40109378_8-bb-royal-organic-moong-dal-unpolished.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40109378/bb-royal-organic-moong-dal-unpolished-2-kg/
Organic - Moong Dal/Hesaru Bele,BB Royal,999.00,699.00,https://www.bigbasket.com/media/uploads/p/l/40203924_1-bb-royal-organic-moong-dal.jpg,5 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40203924/bb-royal-organic-moong-dal-5-kg/
"Organic - Moong Dal/Hesaru Bele, Unpolished",BB Royal,225.00,152.00,https://www.bigbasket.com/media/uploads/p/l/40072478_14-bb-royal-organic-moong-dal-unpolished.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072478/bb-royal-organic-moong-dal-unpolished-1-kg/
"Organic - Moong Dal/Hesaru Bele, Unpolished",BB Royal,115.00,82.00,https://www.bigbasket.com/media/uploads/p/l/40072479_12-bb-royal-organic-moong-dal-unpolished.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072479/bb-royal-organic-moong-dal-unpolished-500-g/
Organic - Brown Rice 10kg + Organic - Tur/Toor Dal 1kg + Organic - Sugar 1kg,BB Royal,1209.00,897.00,https://www.bigbasket.com/media/uploads/p/l/1204988_1-bb-royal-organic-brown-rice-10kg-organic-turtoor-dal-1kg-organic-sugar-1kg.jpg,Combo,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/1204988/bb-royal-organic-brown-rice-10kg-organic-turtoor-dal-1kg-organic-sugar-1kg-combo/
Peanuts/Kadalekayi - Raw,BB Royal,50.00,36.00,https://www.bigbasket.com/media/uploads/p/l/30000120_14-bb-royal-peanutsmungaphalishengdana-raw.jpg,200 g,"Foodgrains, Oil & Masala",Cereals & Millets,https://www.bigbasket.com/pd/30000120/bb-royal-peanutsmungaphalishengdana-raw-200-g-pouch/
bb Royal Idli Rice + Urad Dal + Dosa Rice (Each 1kg),bb Combo,335.00,240.00,https://www.bigbasket.com/media/uploads/p/l/1200050_2-bb-combo-bb-royal-idli-rice-urad-dal-dosa-rice-each-1kg.jpg,Combo,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/1200050/bb-combo-bb-royal-idli-rice-urad-dal-dosa-rice-each-1kg-combo/
Durum Wheat Pasta - Spaghetti,HappyChef,310.00,182.38,https://www.bigbasket.com/media/uploads/p/l/1213497_2-happychef-durum-wheat-pasta-spaghetti.jpg,2x500 g,Gourmet & World Food,Pastas & Spaghetti,https://www.bigbasket.com/pd/1213497/happychef-durum-wheat-pasta-spaghetti-2x500-g/
100% Durum Wheat Pasta - Spaghetti,HappyChef,155.00,99.00,https://www.bigbasket.com/media/uploads/p/l/40112467_9-happychef-durum-wheat-pasta-spaghetti.jpg,500 g,Gourmet & World Food,Pastas & Spaghetti,https://www.bigbasket.com/pd/40112467/happychef-durum-wheat-pasta-spaghetti-500-g/
Chicken Curry Cut Without Skin + Mutton - Curry Cut + Rohu Fish Large Curry Cut,Fresho,1387.00,916.50,https://www.bigbasket.com/media/uploads/p/l/1221179_1-fresho-chicken-curry-cut-without-skin-mutton-curry-cut-rohu-fish-large-curry-cut.jpg,Combo,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/1221179/fresho-chicken-curry-cut-without-skin-mutton-curry-cut-rohu-fish-large-curry-cut-combo/
Garlic - Organically Grown (Loose),Fresho,18.50,14.25,https://www.bigbasket.com/media/uploads/p/l/50000506_5-fresho-garlic-organically-grown.jpg,100 g,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/50000506/fresho-garlic-organically-grown-100-g/
Garlic - Organically Grown (Loose),Fresho,46.26,34.50,https://www.bigbasket.com/media/uploads/p/l/50000507_5-fresho-garlic-organically-grown.jpg,250 g,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/50000507/fresho-garlic-organically-grown-250-g/
Garlic - Organically Grown (Loose),Fresho,185.04,138.00,https://www.bigbasket.com/media/uploads/p/l/40029982_3-fresho-garlic-organically-grown.jpg,1 kg,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/40029982/fresho-garlic-organically-grown-1-kg/
Pomegranate - Peeled,Fresho,314.29,251.43,https://www.bigbasket.com/media/uploads/p/l/40097808_2-fresho-pomegranate-peeled.jpg,500 g,Fruits & Vegetables,"Cut Fruit, Tender Coconut",https://www.bigbasket.com/pd/40097808/fresho-pomegranate-peeled-500-g/
Pomegranate - Peeled,Fresho,133.77,82.00,https://www.bigbasket.com/media/uploads/p/l/40005823_7-fresho-pomegranate-peeled.jpg,200 g,Fruits & Vegetables,"Cut Fruit, Tender Coconut",https://www.bigbasket.com/pd/40005823/fresho-pomegranate-peeled-200-g/
Cow Ghee/Tuppa Desi,Fresho Organic,660.00,419.00,https://www.bigbasket.com/media/uploads/p/l/40112228_11-fresho-organic-cow-desi-gheetuppa.jpg,500 ml,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40112228/fresho-organic-cow-desi-gheetuppa-500-ml/
Cow Desi Ghee/Tuppa,Fresho Organic,1300.00,729.00,https://www.bigbasket.com/media/uploads/p/l/40112229_11-fresho-organic-cow-desi-gheetuppa.jpg,1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40112229/fresho-organic-cow-desi-gheetuppa-1-l/
